S.No,Scheme ID,Scheme Name,District,Block,T/W Vendor,No Of T/W,Drilling Depth,Pin-Point Date,Drilling Status,T/W Drill Start Date,T/W Drill End Date,T/W Logging Status,Logging Date,T/W Assembly Qty. (in nos.),T/W Assembly Size (mm),T/W Lowering Status,T/W Lowering Date,Gravel Requirement (Cum),T/W Gravel Status,Compressor Size Required (PSI),Compressor Hours Required,T/W Compressor Status,Compressor Completion Date,OP Unit Size (Cusec),OP Unit Hours,T/W OP Status,OP Unit Completion Date,Water Sample Status,Water Sample Approval Date,Remark,No of OHT,OHT Capacity (KL),Staging (m),SBC Vendor,SBC Sample Status,SBC Report Status,SBC Value,OHT Design Vendor,Design Approval Status,Drawing Availability Status,OHT Vendor,OHT Excavation Status,OHT PCC Status,OHT Footing Status,OHT Column Casting Status ,OHT Bracing Status,OHT Top Dome Casting Status,OHT Lower Dome Status,OHT Platform Casting Status,ZA Tank Installation Status,OHT Pipe Work Status,OHT Hydrostatic Test,No. of Pumps,Pump Capacity,Pump Head,Pumping Plant (LPM),Rising Main (m),Power Capacity,Power Source,DG Capacity (KVA),Pump House Vendor,Pump House Excavation Status,P/H PCC Base Status,P/H RCC Status,P/H Plastering Status,P/H Flooring Status,Pump Lowering Status,Pump House EM Work Status,Distribution Network Vendor Name,Distribition System Length,D/N Excavation Status,D/N Excavation (m),D/N Pipe Laying Status,D/N Pipe Laying (m),D/N Road Restoration Status,No of FHTC to be Installed,FHTC Installation Count,Boundary Wall Vendor Name,B/W Layout Demarcation Status,B/W Excavation Status,PCC Work Status,B/W Brick Work Status,B/W Column Casting Status,B/W Gate Installation Status
39,20075396,Makhanpur,Ghazipur,Jakhania,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,38,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Eagle,Collected,Submitted,9.06,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,41,350,30,16,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,9877,Not Started,,Not Started,,Not Started,272,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
40,20075413,Kudila,Ghazipur,Jakhania,,1,300,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,200X150,Not Started,Not Started,65,Not Available,600,50,Not Available,Not Started,0.5,100,Not Available,Not Started,To be taken,Not Approved,,1,125,12,Eagle,Collected,Submitted,9.26,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,45,440,30,16,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,13027,Not Started,,Not Started,,Not Started,330,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
41,20075421,Jahni,Ghazipur,Jakhania,,1,275,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X150,Not Started,Not Started,65,Not Available,600,40,Not Available,Not Started,0.5,80,Not Available,Not Started,To be taken,Not Approved,,1,275,12,Eagle,Collected,Submitted,9.68,Troynoya,Not Started,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,17.5,45,930,30,16,Solar,25,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,9564,Not Started,,Not Started,,Not Started,620,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
42,20075740,Ramban,Ghazipur,Jakhania,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,38,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,150,12,Eagle,Collected,Submitted,8.17,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,41,520,30,26.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,15799,Not Started,,Not Started,,Not Started,383,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
43,20075756,Dilaval Patti,Ghazipur,Manihari,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,40,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,175,16,Skylone,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,43,560,40,19.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,12608,Not Started,,Not Started,,Not Started,391,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
44,20075820,Chak Daud,Ghazipur,Manihari,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,40,Not Available,250,41.2,Not Available,Not Started,3,90,Not Available,Not Started,To be taken,Not Approved,,1,200,16,Skylone,Collected,Submitted,9.98,ATLC,Design in Process,Not Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,47,640,40,19.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,16232,Not Started,,Not Started,,Not Started,484,Not Started,Shakti Infra Pvt Ltd  ,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
45,20075837,Andhokhar,Ghazipur,Manihari,Surender Enterprises,1,120,20/05/2023,Completed,23/05/2023,27/05/2023,Completed,31/05/2023,1,300X300,Completed,08/06/2023,40,Completed,250,41,Completed,18/06/2023,3,90,Completed,25/06/2023,Collected,Not Approved,Water Sample Approval Awaited,1,200,16,Skylone,Collected,Awaited,,ATLC,Design in Process,Not Available,Saswat Construction,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,15,47,620,40,23,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,16474,WIP,55,WIP,55,Not Started,480,Not Started,Mahadev Construction,Completed,Completed,Not Started,Not Started,Not Started ,Not Started
46,20075927,Aoudari,Ghazipur,Manihari,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,40,Not Available,250,60,Not Available,Not Started,3,120,Not Available,Not Started,To be taken,Not Approved,,1,175,16,Skylone,Collected,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,43,610,40,19.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,19221,Not Started,,Not Started,,Not Started,450,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
47,20075942,Barauli Sultan Singh,Ghazipur,Manihari,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,40,Not Available,250,38.1,Not Available,Not Started,1,90,Not Available,Not Started,To be taken,Not Approved,,1,175,12,Skylone,Collected,Submitted,11.57,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,43,570,40,19.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,13219,Not Started,,Not Started,,Not Started,436,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
48,20076112,Harauli,Ghazipur,Manihari,SVBP Construction,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,40,Not Available,250,38.1,Not Available,Not Started,1,90,Not Available,Not Started,To be taken,Not Approved,,1,150,16,Skylone,Collected,Submitted,11.58,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,47,510,40,19.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,15012,Not Started,,Not Started,,Not Started,417,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
49,20076123,Parewa,Ghazipur,Manihari,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,40,Not Available,250,38.1,Not Available,Not Started,1,90,Not Available,Not Started,To be taken,Not Approved,,1,150,16,Skylone,Collected,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,47,510,40,19.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,12384,Not Started,,Not Started,,Not Started,391,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
50,20076141,Sarai Manikraj,Ghazipur,Manihari,,1,120,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,40,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,150,16,Skylone,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,43,520,40,16,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,15301,Not Started,,Not Started,,Not Started,382,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
51,20076149,Dhudia,Ghazipur,Bhanwarkol,Saujal Constructors,1,200,10/07/2023,WIP,16/07/2023,Not Started,Not Started,Not Started,1,200x150,Not Started,Not Started,53.5,Not Available,350,60,Not Available,Not Started,1,100,Not Available,Not Started,To be taken,Not Approved,,1,150,18,Manohar,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,47,540,30,19.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,7452,Not Started,,Not Started,,Not Started,400,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
52,20076163,Maura,Ghazipur,Varachavar,,1,275,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,200X150,Not Started,Not Started,61,Not Available,350,60,Not Available,Not Started,1,100,Not Available,Not Started,To be taken,Not Approved,,1,225,16,Manohar,To be taken,Awaited,,ATLC,Design in Process,Not Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,15,44,790,30,23,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,14215,Not Started,,Not Started,,Not Started,554,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
53,20076400,Shahpur & Murera Buzurg,Ghazipur,Bhanwarkol,Saujal Constructors,1,200,27/05/2023,Completed,28/05/2023,05/06/2023,Completed,08/06/2023,1,300X150,Completed,11/06/2023,49,Completed,350,60,WIP,WIP,1,100,Not Available,Not Started,To be taken,Not Approved,,1,250,18,Manohar,Collected,Awaited,,Troynoya,Approved,Available,Saujal Construction,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,17.5,46,880,30,26.5,Solar,25,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,19207,Not Started,,Not Started,,Not Started,705,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
54,20076411,Sonwani,Ghazipur,Bhanwarkol,,1,200,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X150,Not Started,Not Started,49,Not Available,350,60,Not Available,Not Started,1,100,Not Available,Not Started,To be taken,Not Approved,,1,275,16,Manohar,To be taken,Awaited,,Troynoya,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,17.5,44,930,30,26.5,Solar,25,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,10299,Not Started,,Not Started,,Not Started,588,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
55,20076423,Sonari & Rewsara,Ghazipur,Bhanwarkol,Radianz Enlightenment Pvt Ltd,1,200,20/05/2023,Completed,22/05/2023,24/05/2023,Completed,26/05/2023,1,300X150,Completed,31/05/2023,49,Completed,350,60,Completed,14/06/2023,3,100,Completed,28/06/2023,Collected,Not Approved,Water Sample Approval Awaited,1,350,16,Manohar,To be taken,Awaited,,Troynoya,Not Started,Available,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,25,45,1180,30,37,Solar,30,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Radianz Enlightenment Pvt Ltd,15866,Not Started,,Not Started,,Not Started,897,Not Started,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
56,20076448,Chak Rukundipur & Mahuwi,Ghazipur,Mohammadabad,Radianz Enlightenment Pvt Ltd,1,200,14/04/2023,Completed,15/04/2023,23/04/2023,Completed,24/04/2023,1,300X150,Completed,29/04/2023,49,Completed,350,60,Completed,24/06/2023,1,100,Completed,01/07/2023,Collected,Not Approved,Water Sample Approval Awaited,1,275,16,Manohar,Collected,Submitted,11.17,Troynoya,Approved,Available,Radianz Enlightenment Pvt Ltd,WIP,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,17.5,44,940,30,26.5,Solar,25,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Radianz Enlightenment Pvt Ltd,16328,Not Started,,Not Started,,Not Started,679,Not Started,Radianz Enlightenment Pvt Ltd,Completed,Completed,Not Started,Not Started,Not Started ,Not Started
57,20076462,Jakarauli,Ghazipur,Mohammadabad,Radianz Enlightenment Pvt Ltd,1,200,01/05/2023,Completed,10/05/2023,14/05/2023,Completed,16/05/2023,1,200X150,Completed,20/05/2023,45,Completed,350,60,Completed,08/06/2023,1,100,Completed,21/06/2023,Collected,Not Approved,Water Sample Approval Awaited,1,175,16,Manohar,Collected,Awaited,,ATLC,Approved,Available,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,45,570,30,19.5,Solar,20,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Radianz Enlightenment Pvt Ltd,14162,Not Started,,Not Started,,Not Started,454,Not Started,Radianz Enlightenment Pvt Ltd,Completed,Completed,Not Started,Not Started,Not Started ,Not Started
58,20076556,Haini,Ghazipur,Mohammadabad,Radianz Enlightenment Pvt Ltd,1,200,01/05/2023,Completed,02/05/2023,04/05/2023,Completed,06/05/2023,1,200X150,Completed,11/05/2023,45,Completed,350,60,Completed,23/06/2023,1,100,Completed,01/07/2023,Collected,Not Approved,Water Sample Approval Awaited,1,175,18,Manohar,Collected,Submitted,11.2,ATLC,Approved,Available,Radianz Enlightenment Pvt Ltd,WIP,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,15,47,620,30,23,Solar,20,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Radianz Enlightenment Pvt Ltd,11123,Not Started,,Not Started,,Not Started,527,Not Started,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
59,20076574,Ahirauli,Ghazipur,Mohammadabad,Radianz Enlightenment Pvt Ltd,1,200,26/04/2023,Completed,01/05/2023,06/05/2023,Completed,08/05/2023,1,200X150,Completed,12/05/2023,45,Completed,350,60,WIP,WIP,1,100,Not Available,Not Started,To be taken,Not Approved,,1,150,14,Manohar,Collected,Submitted,11,ATLC,Approved,Available,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,43,520,30,16,Solar,15,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Radianz Enlightenment Pvt Ltd,9984,Not Started,,Not Started,,Not Started,418,Not Started,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
60,20085967,Baliya Kalan,Chandauli,Chakiya,Sankatmochan,1,200,21/06/2023,WIP,21/06/2023,WIP,Not Required,Not Required,1,Not Found,Not Started,Not Started,0,Not Required,Not Found,Not Found,Not Available,Not Started,Not Found,Not Found,Not Available,Not Started,To be taken,Not Approved,,1,150,16,Integral,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,,530,40,19.5,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,10561,Not Started,,Not Started,,Not Started,403,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
